yyyyq,Index,D3,D12,E3,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx
19681,90.20,NaN,2.950,1.390,5.440,0.5668098065,0.0517,0.0611,0.0685,0.0560,-0.0100353920,0.0125701303,0.0125985017,0.0117869738,0.0075686547,0.0194468787,0.0026992452,0.0034032192,0.0396712426,-0.0586293170,-0.0661453288
19682,99.58,NaN,2.990,1.450,5.570,0.5307418133,0.0552,0.0628,0.0707,0.0534,-0.0158622390,0.0120487856,0.0137683435,0.0116476875,0.0507208550,0.0203131474,0.0024936106,0.0026268741,0.0384159123,0.1127878445,0.1041400267
19683,102.67,NaN,3.030,1.320,5.660,0.5091954391,0.0519,0.0597,0.0679,0.0531,-0.0062008630,0.0182862723,0.0129636087,0.0105570930,0.0180996984,0.0498088270,0.0013412540,0.0024118186,0.0384078646,0.0380639968,0.0302979380
19684,103.86,NaN,3.070,1.600,5.760,0.5049006623,0.0596,0.0645,0.0723,0.0598,-0.0138851470,0.0319477245,0.0139341823,0.0123416008,-0.0746021794,-0.0606474453,0.0008653440,0.0023475611,0.0390149605,0.0193043928,0.0113806682
19691,101.51,NaN,3.100,1.450,5.820,0.5570402360,0.0602,0.0685,0.0751,0.0620,-0.0040129660,0.0394182212,0.0151947852,0.0149910972,-0.0155030065,-0.0222759520,0.0017439976,0.0022973853,0.0396135499,-0.0164047497,-0.0238602633
19692,97.71,NaN,3.130,1.470,5.840,0.5967773337,0.0644,0.0698,0.0770,0.0623,0.0004462800,0.0451398591,0.0154517738,0.0156951208,0.0128281048,0.0135746884,0.0017295466,0.0011927635,0.0394705334,-0.0290683972,-0.0373245452
19693,93.12,NaN,3.150,1.370,5.890,0.6408884625,0.0709,0.0714,0.0805,0.0677,-0.0063339940,0.0483170481,0.0175071481,0.0136424726,-0.0522047155,-0.0258643756,0.0041154721,0.0021746674,0.0399648010,-0.0391057053,-0.0468486481
19694,92.06,NaN,3.160,1.490,5.780,0.6510820131,0.0782,0.0772,0.0865,0.0687,0.0003617990,0.0342605972,0.0183271160,0.0152471534,0.0044361213,-0.0479291945,0.0024264145,0.0008222518,0.0391496839,-0.0008454658,-0.0097989067
19701,89.63,NaN,3.170,1.300,5.630,0.6903267691,0.0663,0.0784,0.0863,0.0661,0.0088992510,0.0358458897,0.0179707988,0.0141375098,0.0492926882,0.0500189657,0.0030893484,-0.0004314362,0.0383700984,-0.0176433816,-0.0261492598
19702,72.72,NaN,3.180,1.360,5.520,0.7933814171,0.0668,0.0848,0.0925,0.0709,0.0051475330,0.0422212725,0.0166453842,0.0156786593,-0.0417548840,-0.0407965893,0.0124184424,-0.0002522946,0.0376617667,-0.1808491506,-0.1890899091
19703,84.21,NaN,3.190,1.210,5.360,0.7129147605,0.0612,0.0809,0.0939,0.0680,0.0037024550,0.0379645180,0.0157750959,0.0102975532,0.0534220081,0.0809755684,0.0050715458,0.0008756970,0.0373780689,0.1682382785,0.1571729633
19704,92.15,NaN,3.120,1.260,5.130,0.6464263577,0.0487,0.0764,0.0912,0.0648,0.0076043310,0.0315364736,0.0133533807,0.0135852098,0.0583721724,0.0872338642,0.0024640490,0.0015125012,0.0355365775,0.1062466405,0.0961367070
19711,100.31,NaN,3.090,1.390,5.220,0.6338113825,0.0338,0.0721,0.0846,0.0593,-0.0078214580,0.0263900615,0.0095844687,0.0058700255,0.0878360166,0.0408309243,0.0014852038,0.0021051754,0.0354978683,0.0979850073,0.0895218153
19712,99.70,NaN,3.090,1.460,5.320,0.6432210427,0.0475,0.0764,0.0875,0.0641,-0.0155003190,0.0271517358,0.0106060864,0.0141553236,-0.0443237800,-0.0290407644,0.0017713710,0.0013777546,0.0356352500,0.0009237655,-0.0067157679
