yyyyq,Index,dpr,earning_price_ratio,devident_payout_ratio,svar,b2m,ntis,tbl,lty,ltr,tms,dft,drs,infl,ik,stock_premium
19511.0,21.4,2.6446805871696206,2.0231142103726594,2.0231142103726594,0.0034251258,0.7813946002,0.0324946118,0.014,0.0241,-0.0173171262,0.0101,0.004500000000000004,-0.008831785699999997,0.0318352235,0.0334754651,0.0260245304364486
19512.0,20.96,2.5979300381913957,2.0419839791449355,2.0419839791449355,0.0032189982,0.8003626772,0.0360789432,0.0145,0.0259,-0.0192749595,0.011399999999999999,0.005500000000000001,0.007598616900000001,0.0038718479999999998,0.0336540298,0.025380366035114503
19513.0,23.26,2.7280248122323334,2.226452393946826,2.226452393946826,0.0021650677,0.7161823278,0.028633195099999998,0.0163,0.0253,0.015645927,0.009000000000000001,0.006199999999999997,0.010604610899999999,0.0077104605,0.0337433429,0.01921016425219261
19514.0,23.77,2.824834576982026,2.276426242066992,2.276426242066992,0.0028790034000000003,0.7213163466,0.0359930302,0.0173,0.0269,-0.018636657,0.009600000000000001,0.006000000000000002,0.0038061400000000013,0.014033176299999998,0.032760046,0.023743796912242324
19521.0,24.37,2.8426959960239455,2.317884130283215,2.317884130283215,0.0020918885000000003,0.7518741186,0.0319456083,0.0159,0.0263,0.0153505835,0.0104,0.005499999999999998,0.003565620999999998,-0.0063251,0.0326317489,0.020295982678334015
19522.0,24.96,2.845710987068744,2.367123614131617,2.367123614131617,0.0015395943,0.7387150879000001,0.0276712356,0.017,0.0259,0.014047693100000001,0.008899999999999998,0.005600000000000004,-0.009744615100000001,0.0076029831,0.0327463352,0.017921414910256412
19523.0,24.54,2.8287408828502825,2.3416428202452466,2.3416428202452466,0.0010364133,0.7486789106,0.0309430537,0.0171,0.0277,-0.021869182,0.010599999999999998,0.005700000000000004,0.0279650239,0.007526727800000001,0.029558284599999998,0.0183648649005705
19524.0,26.57,2.9361930553816453,2.404314022417822,2.404314022417822,0.0017150965,0.6940733128000001,0.0264257239,0.0209,0.0279,0.0045636109,0.007000000000000003,0.0053999999999999986,0.0009443558000000003,-1.5605000000000001e-06,0.0320722164,0.02161592144636808
19531.0,25.29,2.886819356291797,2.3425178033294163,2.3425178033294163,0.0015927153,0.7624968735,0.0237857183,0.0201,0.0294,-0.0162443481,0.0093,0.004500000000000004,0.0010158424999999992,-0.0050188287,0.033599768599999996,0.019569698521668646
19532.0,24.14,2.833213344056216,2.263587462525693,2.263587462525693,0.0028338969,0.7954969059999999,0.0272284812,0.0211,0.0301,-0.0034053246,0.008999999999999998,0.0046,-0.0137224844,0.0075267566,0.0335385783,0.020719255148881524
19533.0,23.35,2.7999401125017367,2.2145036249445713,2.2145036249445713,0.00228874,0.8082108771,0.025540235499999998,0.0179,0.0284,0.0330894767,0.010500000000000002,0.0059000000000000025,0.0014890268999999956,0.0062274646,0.0340080372,0.020808262977516055
19534.0,24.81,2.839683241271227,2.2909640445600172,2.2909640445600172,0.0014237256,0.7597009612000001,0.02455226,0.016,0.0274,0.023114493,0.0114,0.006100000000000001,0.009581826799999998,-0.002489145,0.033296432200000003,0.022921111441717053
